hotel_name,hotel_description,review_title,review_text,tripdate,hotel_url,hotel_image,price_range,rating_value,review_count,street_address,locality,country,sentiment_rate,sentiment_rate_average
Hotel Emblem San Francisco,"Check in and leave the status quo behind. Hotel Emblem San Francisco in downtown San Francisco where Nob Hill meets Union Square and the Theater District, is a haven for those that think as boldly as they live. Inspiring conversation in all the right ways, with plenty of modern provocations, Hotel Emblem features a cocktail-focused restaurant and 96 vibrant guestrooms. Every corner is designed to spark creativity, from the bar inspired by the Beat Generation, to the book-filled Writer’s Alcove in the lobby, to the eclectic guestrooms, where patterns play and an expressive vibe thrives. This hotel is a muse – and you will be, too. Lend your voice at the weekly poetry slam. Get lost in the flow of nightly live jazz. Tap out a few thoughts on the lobby typewriter.","Location, friendliness, price - 5 Stars - A perfect introduction to San Francisco",, November 2023,https://www.tripadvisor.com/Hotel_Review-g60713-d112307-Reviews-Hotel_Emblem_San_Francisco-San_Francisco_California.html,https://media-cdn.tripadvisor.com/media/photo-s/17/84/05/75/elevators-v18688041.jpg,$$ (Based on Average Nightly Rates for a Standard Room from our Partners),5.0,962,562 Sutter St,San Francisco,United States,0.9989301562309265,0.8484156936407089
LUMA Hotel San Francisco,"Welcome to the new heart of San Francisco in the revitalized and reimagined neighborhood of Mission Bay. Curated and convenient, this design-forward hotel engages with the soul, showcasing art installations from notable San Francisco artists and providing hyper-local experiences to showcase the best of Mission Bay and SOMA. LUMA invites you to experience San Francisco like a local through a modern mindset from a place where the door is always open—and discovery is always encouraged. Cavaña, our rooftop lounge, is the perfect oasis for a cocktail and South American gastronomy! Celebrating the spirits of Latin America with an expansive collection of sugar cane and agave distillates and pan-Latin tapas.",A Unique Brand-New Hotel,, August 2022,https://www.tripadvisor.com/Hotel_Review-g60713-d23791488-Reviews-LUMA_Hotel_San_Francisco-San_Francisco_California.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/a0/bb/d7/luma-hotel-san-francisco.jpg?w=500&h=-1&s=1,$$ (Based on Average Nightly Rates for a Standard Room from our Partners),4.5,603,100 Channel St,San Francisco,United States,0.9988462924957275,0.7478448748588562
Chancellor Hotel on Union Square,"The BEST LOCATION at the BEST PRICE...The Chancellor Hotel on Union Square is a historical, boutique hotel located in the heart of San Francisco where the Cable Car stops at the doorstep.  Experience the best service and thoughtful amenities while being surrounded by world class shopping, dining and theaters. From Union Square, ride the Powell Street Cable Car over Nob Hill, past Chinatown and North Beach, to Fisherman's Wharf.",Great stay in heart of San Francisco ,, November 2023,https://www.tripadvisor.com/Hotel_Review-g60713-d115644-Reviews-Chancellor_Hotel_on_Union_Square-San_Francisco_California.html,https://media-cdn.tripadvisor.com/media/photo-s/09/ff/3c/d1/leave-your-heart-in-san.jpg,$ (Based on Average Nightly Rates for a Standard Room from our Partners),4.5,5977,433 Powell Street,San Francisco,United States,0.9988911747932434,0.9987119868397712
Hyatt Regency San Francisco,"The 821-room Hyatt Regency San Francisco is the City's only luxury waterfront hotel with breathtaking views of San Francisco bay and bustling city. Ideally located for business and leisure, the hotel is located on Embarcadero across the historical Ferry Building, near the Financial District, and close to all major city attractions.","Clean, quiet, safe, restful, comfortable, has everything we need & superb location!",, May 2023,https://www.tripadvisor.com/Hotel_Review-g60713-d81103-Reviews-Hyatt_Regency_San_Francisco-San_Francisco_California.html,https://media-cdn.tripadvisor.com/media/photo-s/29/0e/97/f7/exterior.jpg,$$ (Based on Average Nightly Rates for a Standard Room from our Partners),4.0,6852,5 Embarcadero Center,San Francisco,United States,0.9989283680915833,0.5500820100307464
Hotel Griffon,"Hotel Griffon invites you to experience what was voted ""Best Boutique Hotel"" and ""Best 24 Hour Getaway"" by San Francisco Magazine. Situated along San Francisco's stylish Embarcadero waterfront, our certified green hotel is the perfect choice for business and leisure travelers who seek a pleasant and charming alternative to the chain hotel. Indulge in an appealing San Francisco boutique hotel inspired by European sensibility and enjoy exceptional amenities that include well-appointed guestrooms and luxury suites, delectable on site dining at Perry's on the Embarcadero, and distinguished meeting space for business travel.",Special Boutique Hotel in the Embarcadero Area!,, April 2023,https://www.tripadvisor.com/Hotel_Review-g60713-d113928-Reviews-Hotel_Griffon-San_Francisco_California.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/95/e3/3a/hotel-griffon-san-francisco.jpg?w=500&h=-1&s=1,$ (Based on Average Nightly Rates for a Standard Room from our Partners),4.5,1585,155 Steuart St,San Francisco,United States,0.9984983205795288,0.7973558157682419
"BEI San Francisco, Trademark Collection by Wyndham","In the heart of San Francisco’s Civic Center, BEI is a destination for business and leisure travelers looking for an urban escape connecting them to a creative and influential community. Our innovative and tech-focused amenities are aimed at promoting a holistic balance of work, life, and play. Accessibility and flexibility create a unique stay for our guests that is smooth, comfortable, and productive. State-of-the-art accommodations and facilities allow seamless workflow.",10/10 Experience. We felt like royalty here!,, August 2021,https://www.tripadvisor.com/Hotel_Review-g60713-d81035-Reviews-BEI_San_Francisco_Trademark_Collection_by_Wyndham-San_Francisco_California.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/dd/12/f7/exterior.jpg?w=500&h=-1&s=1,$ (Based on Average Nightly Rates for a Standard Room from our Partners),4.0,581,50 8th St,San Francisco,United States,0.9987780451774597,0.44926138669252397
Hotel Caza Fisherman's Wharf,"Hotel Caza is a family-friendly hotel in the heart of historic Fisherman's Wharf that embodies the spirit of California, full of fun, warmth, and special extras to enhance your vacation experience. We invite you to cruise in and experience authentic San Francisco in a perfect location.",Wonderfully Pleasant Stay,, January 2023,https://www.tripadvisor.com/Hotel_Review-g60713-d19065465-Reviews-Hotel_Caza_Fisherman_s_Wharf-San_Francisco_California.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/25/36/55/hotel-caza.jpg?w=500&h=-1&s=1,$$ (Based on Average Nightly Rates for a Standard Room from our Partners),4.5,789,1300 Columbus Avenue,San Francisco,United States,0.9988307356834412,0.54994897544384
Hotel Zephyr San Francisco,"The Historic Fisherman’s Wharf District of San Francisco is home to Pier 39, Ghirardelli Square, Anchorage Square, the National Maritime Museum, Historic Hyde Street Pier, breathtaking views and so much more. With more waterfront views than almost any other hotel in San Francisco, the “ship-yard chic” themed Hotel Zephyr is right in the heart of Fisherman’s Wharf.",A haven during JPM,"Having come to SF for JPMorgan many times, I know how hard it is to find a nice place to stay in a good location at a reasonable price. And nearly impossible to find a place that can provide a dedicated meeting room that doesn't cost an arm and a leg. The Zephyr was perfect and special thanks to Claire who manages events.", January 2024,https://www.tripadvisor.com/Hotel_Review-g60713-d81222-Reviews-Hotel_Zephyr_San_Francisco-San_Francisco_California.html,https://media-cdn.tripadvisor.com/media/photo-s/29/31/10/58/guest-room.jpg,$$ (Based on Average Nightly Rates for a Standard Room from our Partners),4.0,3636,250 Beach Street Fisherman’s Wharf,San Francisco,United States,0.9987208247184753,0.597732950747013
Hotel Zoe Fisherman's Wharf,"Located near the waterfront and piers in the iconic Fisherman's Wharf neighborhood, Hotel Zoe has a whimsical spirit paired with a refined and elegant palate. Staying at Hotel Zoe allows guests easy access to all the best things to do in San Francisco, from the cable cars to North Beach and everything in between. Welcome to the newest haven for all adventurers at heart in the heart of lively Fisherman's Wharf.",Wonderful start to finish!,Location is wonderful and customer service and welcome by Jose made the start of my birthday trip amazing. My flight arrived super early and he made sure we were taken care of as soon as we walked through the door. Jose is a definitely a breath is fresh air especially after a long day of travel and left a lasting impression that has me leaving a 5 star ⭐️ review months after my vacation. Highly recommended!, July 2023,https://www.tripadvisor.com/Hotel_Review-g60713-d80780-Reviews-Hotel_Zoe_Fisherman_s_Wharf-San_Francisco_California.html,https://media-cdn.tripadvisor.com/media/photo-s/13/ca/2f/9d/patio--v18424669.jpg,$$ (Based on Average Nightly Rates for a Standard Room from our Partners),4.5,2600,425 North Point Street,San Francisco,United States,0.9988455772399902,0.6462709128856658
The Westin St. Francis San Francisco on Union Square,"Timeless yet modern, The Westin St. Francis San Francisco on Union Square offers guests a warm welcome with its turn-of-the-20th-century European style. Our hotel in downtown San Francisco, CA, is close to the Financial District and Moscone Convention Center, and with cable cars just outside our front doors, we are at the intersection of the glorious past and vibrant present of this incredible city. After an exciting day, retire to elegant guest rooms, many featuring chandeliers and marble bathrooms. Discover unique and historic-inspired food and beverage offerings at the on-site restaurant and bars, exercise well in the fitness center and experience a new chapter of LA at this storied destination.",Phenomenal customer service!!!,"Stayed at The Weston St. Francis in San Francisco on Union Square for new years with my fiancé and our son. Associate JEFF AQUINO made our stay such an amazing experience!! He was very patient and professional. He provided guidance, in which relieved a lot of stress on our end. His service was definitely a 10 out of 10!!!  On another note:  Give this man a raise for taking great care of people!", December 2023,https://www.tripadvisor.com/Hotel_Review-g60713-d81461-Reviews-The_Westin_St_Francis_San_Francisco_on_Union_Square-San_Francisco_California.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/d3/e7/5d/the-westin-st-francis.jpg?w=500&h=-1&s=1,$$ (Based on Average Nightly Rates for a Standard Room from our Partners),4.0,1084,335 Powell Street Union Square,San Francisco,United States,0.9986760020256042,0.6443084463477134
Hotel Nikko San Francisco,"Retreat to Hotel Nikko in San Francisco, where personalized service meets cutting-edge style. Our hotel is set in the heart of the city, just steps from Union Square shops and restaurants, making it the ideal destination for both business and leisure travel. Our four-diamond rated property features 532 guest rooms and 22 suites, each with pillow-top beds, high-speed internet, and a wealth of modern amenities.",5/5,"Me and my friend had a great time here. We was very satisfied with the staff and the location of the property. Hotel is walking distance from a mall, target, Starbucks, and plenty of restaurants. Rather it’s during the day, at night, or in the morning this hotel has a nice “Let’s go for a walk” vibe for it’s location.", January 2024,https://www.tripadvisor.com/Hotel_Review-g60713-d80793-Reviews-Hotel_Nikko_San_Francisco-San_Francisco_California.html,https://media-cdn.tripadvisor.com/media/photo-s/29/ad/27/9d/exterior-hotel-nikko.jpg,$$ (Based on Average Nightly Rates for a Standard Room from our Partners),4.0,4693,222 Mason St,San Francisco,United States,0.9874420762062073,0.6984812378883362
Argonaut Hotel,"Located in the heart of San Francisco's Fisherman's Wharf, Argonaut Hotel exudes the true essence of a boutique hotel. With a name like the Argonaut, it's impossible not to speak of this hotel in grand, almost legendary terms. Inspired by the Greek legend and Gold Rush-era adventurers, it's one of those rare places in San Francisco that truly merits a term like iconic. Located in the historic Haslett Warehouse, the Argonaut's home is a grand building built in 1907 of exposed brick, Douglas Fir beams and so much seaside character; you feel as though you can almost reach out and touch the colorful Barbary Coast past here.",Wonderful Experience at the Argonaut Hotel,, February 2023,https://www.tripadvisor.com/Hotel_Review-g60713-d268533-Reviews-Argonaut_Hotel-San_Francisco_California.html,https://media-cdn.tripadvisor.com/media/photo-s/2b/09/f4/8b/exterior.jpg,$$ (Based on Average Nightly Rates for a Standard Room from our Partners),4.5,7814,495 Jefferson St,San Francisco,United States,0.9988823533058167,0.6445291817188263
Hyatt Regency San Francisco Downtown SOMA,"THE SOMA SAN FRANCISCO HOTEL UPDATED AND UNSURPASSED Downtown convenience. Inspired hospitality. Complete comfort. It all comes together at Hyatt Regency San Francisco Downtown SOMA - located amidst San Francisco, California's most popular sights and venues. Our newly re-imagined downtown hotel elevates the standard of excellence in luxury hotels in San Francisco, while celebrating the timeless art of hospitality. We take great pride in making you feel at home.",Treated so well on our Moms' Weekend Away!,, April 2023,https://www.tripadvisor.com/Hotel_Review-g60713-d654030-Reviews-Hyatt_Regency_San_Francisco_Downtown_SOMA-San_Francisco_California.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/07/66/ad/regency-lounge.jpg?w=500&h=-1&s=1,$$ (Based on Average Nightly Rates for a Standard Room from our Partners),4.5,659,50 Third Street,San Francisco,United States,0.9988918900489807,0.3995462566614151
Fairmont San Francisco,"World-renowned, Fairmont San Francisco hotel presents an awe-inspiring picture of historic San Francisco. The grandeur of the hotel coupled with its reputation for impeccable service promises a truly memorable experience. Known for turning moments into memories for leisure and business travelers alike this luxury San Francisco hotel has been host to some of the most influential meetings and events, breathtaking weddings and personalized special occasions of the century. Fairmont San Francisco hotel provides accommodations that are a testament to luxury with 606 individually furnished and decorated guest rooms. The 62 elegant suites offer impressive views of the City and Bay. The hotel combines classic ambience with modern amenities. For business travelers, Fairmont San Francisco hotel accommodations features include a spacious work desk, multi-line telephone with voice-mail and High Speed Internet Access. Each of the hotel's spacious guest rooms and suites have been elegantly updated including flat screen TVs, luxury linen ensembles and pillow top beds. Several of Fairmont San Francisco’s most sought-after amenities are bundled into a daily Urban Experience Fee, eliminating multiple individual charges and providing a discounted value for services. Please visit our website for more information.","I Spent Hours in the Lobby Area, The Walls 'Tell-it-All! Fabulous Fairmont!",, August 2022,https://www.tripadvisor.com/Hotel_Review-g60713-d81397-Reviews-Fairmont_San_Francisco-San_Francisco_California.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/af/0d/38/fairmont-san-francisco.jpg?w=500&h=400&s=1,$$ (Based on Average Nightly Rates for a Standard Room from our Partners),4.5,5070,950 Mason St,San Francisco,United States,0.9989011287689209,0.20108593106269837
Stanford Court San Francisco,"Come experience the new Stanford Court! We are excited to share our multi-million dollar transformation that includes updates & revamps that transcend to our lobby, café , bar, porte-cochere, & fitness center. Guided by the design concept of ""where tomorrow meets yesterday,"" the newly renovated Stanford Court integrates Nob Hill's grand history with the innovative and tech-focused spirit of today's San Francisco. Expect cool graphics, a new modern color palette and nods to our past. Our new 1500 square foot Fitness Center features state of the art equipment including interactive Kinima stations offering personalized workouts and floor-to-ceiling windows that fill the space with natural light and views of the famed cable cars. As always, guests will find their stay here enhanced with inspiring innovations, sophisticated technology, and a taste of the Bay Area's cultural connection.","Great family hotel in Nob Hill, San Francisco.",, May 2022,https://www.tripadvisor.com/Hotel_Review-g60713-d80747-Reviews-Stanford_Court_San_Francisco-San_Francisco_California.html,https://media-cdn.tripadvisor.com/media/photo-s/2a/9e/7a/82/sc-exterior-day-facade.jpg,$$ (Based on Average Nightly Rates for a Standard Room from our Partners),4.5,1054,905 California Street Nob Hill,San Francisco,United States,0.9988787770271301,0.6984450995922089
Hyatt Place San Francisco Downtown,"The Hyatt Place San Francisco Downtown is a LEED Platinum Certified Hotel. A 2-minute walk from a tram stop, this relaxed hotel is 5 minutes on foot from baseball games at Oracle Park and a 14-minute stroll from the San Francisco Museum of Modern Art. Bright, informal rooms come with complimentary Wi-Fi and flat-screen TVs, plus minifridges, coffeemakers and safes. Suites add sitting areas with sofabeds. Breakfast and valet parking are available for a fee. There's a cafe/bar, a 24-hour snack shop, and a gym.",Great lower cost option in San Francisco,, January 2020,https://www.tripadvisor.com/Hotel_Review-g60713-d15521276-Reviews-Hyatt_Place_San_Francisco_Downtown-San_Francisco_California.html,https://media-cdn.tripadvisor.com/media/photo-s/2a/c3/04/95/exterior.jpg,$$ (Based on Average Nightly Rates for a Standard Room from our Partners),4.0,534,701 3rd St,San Francisco,United States,0.9988343119621277,0.5482640713453293
Axiom Hotel,"Whatever your reason for travel, you’ll find Axiom Hotel helps you achieve the perfect balance of work and play. Our downtown San Francisco hotel, is the perfect hub for business and leisure travelers alike. Located at the Powell Street Cable Car turnaround, walking distance to Union Square shopping and dining and steps from the Powell Street BART station and Market Street trolley. Axiom Hotel offers a seamless guest experience from beginning to end, through the use of technology, amenities that align with your lifestyle, and thoughtful, personal service. From fast and efficient online check-in, maid services, and concierge services, all the way through checkout, you’ll be able to communicate at your pace and comfort level. Additionally, our commitment to providing creative surprises keeps us on point and on pace with guests who are always engaged and always moving forward.",Impeccable and fabulous,"Comfortable, stylish and welcoming. Amazing location, great inclusions in each room (nice products on offer, and was tempted to buy a robe - something that rarely happens!), extremely friendly and helpful staff throughout my stay. ", January 2024,https://www.tripadvisor.com/Hotel_Review-g60713-d7624213-Reviews-Axiom_Hotel-San_Francisco_California.html,https://media-cdn.tripadvisor.com/media/photo-s/29/c5/7b/d8/exterior-powell-street.jpg,$ (Based on Average Nightly Rates for a Standard Room from our Partners),4.5,892,28 Cyril Magnin St,San Francisco,United States,0.9987435936927795,0.6480350226163865
Marriott Marquis San Francisco,"Rest easy at Marriott Marquis San Francisco. Our San Francisco, California, hotel is located near Moscone Convention Center, Chase Center, and Oracle Park. After a busy day, unwind in our 24-Hour COR Health and Fitness Center, or enjoy on-site dining at B55 Craft House & Kitchen.",$500 security deposit required at check in!!!!,"Hotel may be nice, but thoroughly annoyed by the fact that at check-in they required a $500 (yes five hundred dollars!!!!!!!!!) security deposit on a $775 stay.  NOTHING about it in any fine print I read. And what are you going to do, standing at the check-in counter trying to use a reservation you made months ago.", January 2024,https://www.tripadvisor.com/Hotel_Review-g60713-d81315-Reviews-Marriott_Marquis_San_Francisco-San_Francisco_California.html,https://media-cdn.tripadvisor.com/media/photo-s/2a/fd/2b/82/exterior.jpg,$$ (Based on Average Nightly Rates for a Standard Room from our Partners),4.0,8192,780 Mission Street,San Francisco,United States,-0.9942565560340881,0.2372846856713295
San Francisco Marriott Fisherman's Wharf,"Welcome to San Francisco Marriott Fisherman's Wharf. Our LOCATION in the heart of San Francisco, California's Fisherman's Wharf is ideal - between two cable car lines near attractions and shopping, and 15 miles north of the San Francisco International Airport. Enjoy our Fisherman's Wharf hotel's perfect setting just 1.5 miles from the San Francisco Financial District. SLEEPING ACCOMMODATIONS 285 Deluxe Sleeping Rooms (including 12 Junior Suites and 1 Hospitality Suite) Five Floors Completely Renovated Guests Rooms and Meeting Space MEETING ACCOMMODATIONS Seven meeting rooms totaling over 6,000 square feet We can accommodate meetings and food & beverage functions for groups of 5 to 250 RESTAURANT AND LOUNGE FACILITIES Casual dining in a full-service restaurant, Redfin EXTRAS Fitness Center (24-hour access with guestroom key). Handicap Accessible Rooms Safety Deposit Boxes Available Iron, Ironing Board and Hairdryers in Each Guest Room.",LOCATION LOCATION,"Being from San Francisco, Family decided to visit . I normally choose  Union Square Area for its location. But with the negativity around the Area. Never regretted this Location. First and Foremost. It's a petite hotel with huge and very comfy room.Id say well maintained. It's a very safe place to walk. close to LOMBARD ST. (2 blocks) the Famous Fisherman's Wharf and PIER 39. Fronting the hotel is Bus 28 and 30 Both Heading to Golden Gate Bridge and Palace of fine Arts. Looking for Restaurants. Yes on chestnut St. take bus 30 . overall, I'd stay in this location as the Union Square area is not safe at night", January 2024,https://www.tripadvisor.com/Hotel_Review-g60713-d81141-Reviews-San_Francisco_Marriott_Fisherman_s_Wharf-San_Francisco_California.html,https://media-cdn.tripadvisor.com/media/photo-s/29/20/7d/0f/king-guest-room.jpg,$$ (Based on Average Nightly Rates for a Standard Room from our Partners),4.0,1878,1250 Columbus Avenue,San Francisco,United States,-0.9768710732460022,0.6981539264321327
Hilton San Francisco Financial District,,One of the better Hiltons,, March 2023,https://www.tripadvisor.com/Hotel_Review-g60713-d81038-Reviews-Hilton_San_Francisco_Financial_District-San_Francisco_California.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/91/f7/74/meeting-room.jpg?w=500&h=-1&s=1,$ (Based on Average Nightly Rates for a Standard Room from our Partners),4.0,5006,750 Kearny Street,San Francisco,United States,0.9985626339912415,0.300241993367672
The Donatello,"FIVE-TIME WINNER OF THE CERTIFICATE OF EXCELLENCE! Located in the heart of San Francisco's fashionable shopping and theater district by Union Square is the spacious Donatello. Settle into tastefully appointed rooms and enjoy the top floor fitness center, with a whirlpool spa and private saunas, which provides the perfect retreat after a day exploring the city. You can take a cable car up and down San Francisco 's colorful neighborhoods or explore the many streets of Chinatown. And when you work up an appetite in a city know for its cuisine, the Zingari Ristorante, located onsite, is a Northern Italian feast for the taste buds. Fully experience fine dining, theater and shopping in San Francisco at our luxurious retreat in the exciting City by the Bay-a San Francisco getaway perfect for romance, leisure and business travel.","Excellent location, bargain parking rates, wonderful restaurant",, August 2021,https://www.tripadvisor.com/Hotel_Review-g60713-d81394-Reviews-The_Donatello-San_Francisco_California.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/95/21/07/exterior.jpg?w=500&h=400&s=1,$ (Based on Average Nightly Rates for a Standard Room from our Partners),4.5,3036,501 Post Street,San Francisco,United States,0.998913049697876,0.8460887879133224
Cow Hollow Inn and Suites,,Reccommended,, October 2019,https://www.tripadvisor.com/Hotel_Review-g60713-d112293-Reviews-Cow_Hollow_Inn_and_Suites-San_Francisco_California.html,https://media-cdn.tripadvisor.com/media/photo-s/13/bd/69/49/suites-bedroom-2-full.jpg,$ (Based on Average Nightly Rates for a Standard Room from our Partners),4.0,1473,2190 Lombard St Between Steiner and Fillmore Streets,San Francisco,United States,0.998556911945343,0.556280130147934
San Remo Hotel,"We are a family-owned historic boutique pension-style hotel located in North Beach, one of San Francisco's oldest and most popular tourist destinations, and only a few blocks from Fisherman's Wharf. Built in 1906, our hotel maintains an atmosphere of Old-World charm and ambiance with specially selected antique furnishings - no two rooms are alike. The walls of the hotel are filled with a collection of memorabilia and history. Our style is simplicity and sanctuary - there are no room telephones, no televisions, and on the order of European pensions, shared baths which are meticulously cleaned daily, and are private when in use, but for all guests to use. Our rooms are cozy and small, our prices are proportional. Our staff is available while our Front Desk is open to help you find anything your heart desires. A truly unique, non-standardized hotel experience.",More a hostel than a hotel.,, June 2019,https://www.tripadvisor.com/Hotel_Review-g60713-d81360-Reviews-San_Remo_Hotel-San_Francisco_California.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/7d/6c/2f/front-of-hotel.jpg?w=500&h=-1&s=1,$ (Based on Average Nightly Rates for a Standard Room from our Partners),4.0,1389,2237 Mason St,San Francisco,United States,-0.9967079162597656,0.5055981427431107
Hyatt Centric Fisherman's Wharf San Francisco,"Located in the heart of historic Fisherman's Wharf in San Francisco. Exciting attractions are nearby, including PIER 39, Ghirardelli Square, North Beach and Chinatown. At San Francisco's most European Hyatt, you'll find 316 guestrooms and suites, 19,000 square feet of Conference Space, Outdoor heated pool and fully equipped fitness center. Automated Business Center available 24 hours, high speed wireless capabilities in guestrooms and function space, and Concierge Services. Brick & Beam voted #1 Sports Bar in San Francisco.",Wonderful hotel in great location!,, July 2021,https://www.tripadvisor.com/Hotel_Review-g60713-d81087-Reviews-Hyatt_Centric_Fisherman_s_Wharf_San_Francisco-San_Francisco_California.html,https://media-cdn.tripadvisor.com/media/photo-s/29/da/f6/70/exterior.jpg,$$ (Based on Average Nightly Rates for a Standard Room from our Partners),4.0,2427,555 North Point Street,San Francisco,United States,0.9989023208618164,0.44997363090515136
Grant Plaza Hotel,"Grant Plaza Hotel is a limited service boutique hotel located in the heart of the city. It is recommended by many travellers as one of the best valued hotels in San Francisco. The hotel is conveniently located at the gateway to Chinatown, 3 blocks from Union Square, and within easy walking distance to many fine restaurants and theaters in this exciting city. It is also only 1 block to the famous San Francisco Cable Car line, the Bank of American Building in the Financial District and the 5 stars Ritz Carlton Hotel in Nob Hill. It caters to both business and pleasure travelers, and is the perfect place for a vacation getaway. The Hotel has just a completed renovation in 2015. The comfortable guestrooms are appointed with contemporary furnishings, and have recently been renovated for guest convenience with hairdryer, electronic keycard lock and free (WiFi) high speed internet access. The professional and attentive staff at the hotel will ensure that all guests are well taken care of. If you're seeking comfort and affordability all in one, this is one of the best value hotels in San Francisco.",Nice one night stay prior to cruise,, February 2023,https://www.tripadvisor.com/Hotel_Review-g60713-d81004-Reviews-Grant_Plaza_Hotel-San_Francisco_California.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/81/0d/18/mid-lobby.jpg?w=500&h=-1&s=1,$ (Based on Average Nightly Rates for a Standard Room from our Partners),3.0,1012,465 Grant Ave,San Francisco,United States,0.9988973140716553,0.6989465594291687
Parc 55 San Francisco - a Hilton Hotel,,Great Hotel in Downtown San Francisco,, July 2022,https://www.tripadvisor.com/Hotel_Review-g60713-d81192-Reviews-Parc_55_San_Francisco_a_Hilton_Hotel-San_Francisco_California.html,https://media-cdn.tripadvisor.com/media/photo-s/2a/ed/8f/3f/exterior.jpg,$$ (Based on Average Nightly Rates for a Standard Room from our Partners),4.0,3911,55 Cyril Magnin Street,San Francisco,United States,0.9988279938697815,0.44912351965904235
Stanyan Park Hotel,"Elegantly restored in 1983, The Stanyan Park Hotel, listed on the National Register of Historic Places, is an affordable, turn of the century award-winning hotel with comfort, design and hospitality that will transport you back to a bygone era of style and grace. Located across from San Francisco's famous Golden Gate Park, which is filled with gardens, museums, art, flowers, trees, lakes, wildlife and birds beckoning you for a nice romantic evening stroll or an early morning jog. Our award-winning boutique hotel is centrally located within easy access to trendy coffee houses, restaurants for your dining pleasure, Whole Foods Market, a steps away from the historic Haight & Ashbury street and only about half-mile away from world renowned universities, USF and UCSF. Paid self parking lot is available, Free Wi-Fi, Complimentary Manager's wine and cheese hour on weekdays, and a light Tea service every evening. A daily healthy and delicious expanded continental breakfast is included.",Stay away - There are thieves at this hotel!,"My friend from out of town booked the hotel but as a locker space. Everything went well, and we picked the luggage up but my friend accidentally left her bag. My friend later called once she realized and they said that they would hold onto her bag. The next day we come to pick it up and we realize (after we had left SF) that someone had taken about $200 out of her wallet. Nothing else was taken except for the money. The concierge answered when we called and said probably a homeless person came in and took the money. Really? Gave us the ""managers"" number which was a phone number that doesn't work with an extension that we couldn't even get too (Because the phone number doesn't work) Don't book here unless you would like to get robbed. Oh & VERY much took advantage of the fact", January 2024,https://www.tripadvisor.com/Hotel_Review-g60713-d74059-Reviews-Stanyan_Park_Hotel-San_Francisco_California.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/7a/73/55/queen-room.jpg?w=500&h=-1&s=1,$ (Based on Average Nightly Rates for a Standard Room from our Partners),3.5,308,750 Stanyan St,San Francisco,United States,-0.999452531337738,0.4478283405303955
Park Grand London Hyde Park,,Jay,"The room is comfortable with all the essentials, the service is nice friendly and welcoming, also very nice to all the people who went to reception to ask for anything, in my honest opinions I think no problem at all and everything is good and worth the price, I will for sure come back the next time I visit London", January 2024,https://www.tripadvisor.com/Hotel_Review-g186338-d3164384-Reviews-Park_Grand_London_Hyde_Park-London_England.html,https://media-cdn.tripadvisor.com/media/photo-s/23/e4/21/dd/exterior-view.jpg,$ (Based on Average Nightly Rates for a Standard Room from our Partners),4.5,4166,78 - 82 Westbourne Terrace Paddington,London,United Kingdom,0.9907218217849731,0.7986631602048874
Park Grand Paddington Court,"See why so many travelers make Park Grand Paddington Court their hotel of choice when visiting London. Providing an ideal mix of value, comfort and convenience, it offers a charming setting with an array of amenities designed for travelers like you. You’ll enjoy relaxing rooms that offer a flat screen TV, air conditioning, and a refrigerator, and you can stay connected during your stay as Park Grand Paddington Court offers guests free WiFi. The hotel features a 24 hour front desk, a concierge, and room service. Plus, Park Grand Paddington Court offers a fitness center and breakfast, providing a pleasant respite from your busy day. Given the close proximity of popular landmarks, such as Buckingham Palace (1.8 mi) and Primrose Hill (1.9 mi), guests of Park Grand Paddington Court can easily experience some of London's most well known attractions. During your visit, be sure to check out one of London's popular tapas restaurants such as Dishoom Covent Garden, The Shed, and StreetXO, all a short distance from Park Grand Paddington Court. If you’re looking for something to do, Natural History Museum (1.2 mi), Harrods (1.2 mi), and V&A - Victoria and Albert Museum (1.2 mi) are a nice way to spend some time, and they are all within walking distance of Park Grand Paddington Court Hotel. We’re sure you’ll enjoy your stay at Park Grand Paddington Court as you experience all of the things London has to offer.",Overall experince,"It was a great experince staying at the park grand paddington court hotel everything was in order, i wasn’t sure about the room size but it was bigger than expected and more than enough! In addition they were very helpful especially kazi and riham they are the best.", January 2024,https://www.tripadvisor.com/Hotel_Review-g186338-d193062-Reviews-Park_Grand_Paddington_Court-London_England.html,https://media-cdn.tripadvisor.com/media/photo-s/23/e4/56/61/exterior.jpg,$ (Based on Average Nightly Rates for a Standard Room from our Partners),4.5,4153,27 Devonshire Terrace Paddington,London,United Kingdom,0.9979888200759888,0.9471184596419334
